link_config_id,edge_id,domain,from_file,from_source_file_ids,from_version_ids,to_file,to_source_file_ids,to_version_ids,relation,period,current_join,current_status,status_class,current_evidence,missing_key_or_control,target_join,analysis_enabled,owner_role,false_join_risk,migration_wave,integration_test_id,acceptance_criteria,configuration_state,automatable_now,stop_gate,owner_name,evidence_location,execution_status,current_join_tokens,target_join_tokens,from_field_candidates,to_field_candidates,source_defects_touching_link,technical_retest_status,after_remediation_assessment,field_lineage_rows,production_automation_allowed
LCFG-155,PROD-EDGE-044,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-01,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-01: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-155,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-156,PROD-EDGE-045,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-02,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-02: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-156,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-157,PROD-EDGE-046,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-03,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-03: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-157,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-158,PROD-EDGE-047,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-04,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-04: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-158,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-159,PROD-EDGE-048,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-05,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-05: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-159,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-160,PROD-EDGE-049,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-06,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-06: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-160,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-161,PROD-EDGE-050,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-07,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-07: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-161,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-162,PROD-EDGE-051,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-08,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-08: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-162,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-163,PROD-EDGE-052,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-09,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-09: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-163,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-164,PROD-EDGE-053,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-10,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-10: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-164,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-165,PROD-EDGE-054,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-11,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-11: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-165,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-166,PROD-EDGE-055,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2025-12,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2025-12: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-166,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-167,PROD-EDGE-056,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2026-01,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-01: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-167,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-168,PROD-EDGE-057,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2026-02,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-02: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-168,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-169,PROD-EDGE-058,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2026-03,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-03: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-169,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-170,PROD-EDGE-059,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2026-04,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-04: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-170,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-171,PROD-EDGE-060,Продукт/операции,SALES 2024-2026.xlsx,FILE-007,VER-022-001,BANK_STATEMENTS,,,Поступления ЦУМ → банк,2026-05,месяц поступления + назначение платежа,Подтверждено,Подтверждено,2026-05: diff 0.00 руб.,sales_line_id / settlement statement / commission and return detail,settlement_id + sale_period + bank_payment_id,Cash collection и settlement,Финансы,Высокий при текстовом/агрегатном join,Wave 3,IT-171,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,месяц_поступления | назначение_платежа,settlement_id | sale_period | bank_payment_id,bank_payment_id:ДДС - доход!курс 95 / Jan(70) | bank_payment_id:ДДС - доход!курс 95 / Feb(70),,Скрытые листы,PASS at current grain; source technical retest required,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-172,FIN-DDS-2024,Финансы/закрытие,ДДС 2024.xlsx,FILE-017,VER-007-001,Расходы 2024.xlsx,FILE-060,VER-017-001,ДДС ↔ классификация расходов,2024,Период + категория + сумма,Частично,Частично,Структура 2024 неоднородна; требуется построчная карта методики.,Нет transaction_id/category_id и унифицированной методики,cash_transaction_id + account_id + category_id,Cash flow и план-факт,Финансы,Средний/высокий,Wave 1,IT-172,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,период | категория | сумма,cash_transaction_id | account_id | category_id,,,Внешние ссылки,BLOCKED for production join — missing primary key/register,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-173,FIN-DDS-2025,Финансы/закрытие,ДДС 2025.xlsx,FILE-018,VER-007-002,Расходы 2025.xlsx,FILE-061,VER-017-002,ДДС ↔ классификация расходов,2025,Период + категория + сумма,Подтверждено в большинстве месяцев,Подтверждено,ДДС и Расходы в большинстве месяцев сходятся после учёта валютного/карточного блоков.,Нет transaction_id/category_id и унифицированной методики,cash_transaction_id + account_id + category_id,Cash flow и план-факт,Финансы,Средний/высокий,Wave 1,IT-173,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Configured — controlled current link,"Да, только на текущем grain",Автоматизация допустима после owner sign-off и регулярного теста,,,Draft,период | категория | сумма,cash_transaction_id | account_id | category_id,,,,PASS at current grain,Ready for owner sign-off at current grain,3,After owner sign-off and scheduled test
LCFG-174,FIN-DDS-2026-01..05,Финансы/закрытие,ДДС 2026.xlxs.xlsx,FILE-019,VER-007-003,Расходы 2026.xlsx,FILE-062,VER-017-003,ДДС ↔ классификация расходов,2026-01..05,Период + категория + сумма,Частично,Частично,"Январь–апрель в основном сходятся; май содержит 27 500,30 руб. без строки ДДС.",Нет transaction_id/category_id и унифицированной методики,cash_transaction_id + account_id + category_id,Cash flow и план-факт,Финансы,Средний/высокий,Wave 1,IT-174,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,период | категория | сумма,cash_transaction_id | account_id | category_id,,,Внешние ссылки,BLOCKED for production join — missing primary key/register,Evidence status unchanged; technical reproducibility improves after defect closure,3,No
LCFG-175,FIN-BANK-1,Финансы/закрытие,VTB_BankStatement_40702810804000008482_01.01.2024-22.06.2026_376277.pdf,FILE-008,VER-003-001,Расходы 2024–2026.xlsx,,,Банк ↔ месячные остатки,2024–2026,account + month-end balance,Подтверждено с исключениями,Подтверждено,113 из 116 доступных месячных остатков совпали в пределах 1 рубля.,Не весь банковский периметр; 3 исключения,bank_account_id + statement_line_id + close_period_id,Ликвидность и cash close,Финансы,Низкий на покрытых счетах; высокий вне периметра,Wave 1,IT-175,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,account | month_end_balance,bank_account_id | statement_line_id | close_period_id,,,,PASS at current grain,Ready for owner sign-off at current grain,3,After owner sign-off and scheduled test
LCFG-176,FIN-BANK-2,Финансы/закрытие,VTB_BankStatement_40802810404000000049_01.01.2024-22.06.2026_417016.pdf,FILE-009,VER-005-001,Расходы 2024–2026.xlsx,,,Банк ↔ месячные остатки,2024–2026,account + month-end balance,Подтверждено с исключениями,Подтверждено,113 из 116 доступных месячных остатков совпали в пределах 1 рубля.,Не весь банковский периметр; 3 исключения,bank_account_id + statement_line_id + close_period_id,Ликвидность и cash close,Финансы,Низкий на покрытых счетах; высокий вне периметра,Wave 1,IT-176,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,account | month_end_balance,bank_account_id | statement_line_id | close_period_id,,,,PASS at current grain,Ready for owner sign-off at current grain,3,After owner sign-off and scheduled test
LCFG-177,FIN-BANK-3,Финансы/закрытие,VTB_BankStatement_40802810500000006196_01.01.2024-22.06.2026_417014.pdf,FILE-010,VER-006-001,Расходы 2024–2026.xlsx,,,Банк ↔ месячные остатки,2024–2026,account + month-end balance,Подтверждено с исключениями,Подтверждено,113 из 116 доступных месячных остатков совпали в пределах 1 рубля.,Не весь банковский периметр; 3 исключения,bank_account_id + statement_line_id + close_period_id,Ликвидность и cash close,Финансы,Низкий на покрытых счетах; высокий вне периметра,Wave 1,IT-177,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,account | month_end_balance,bank_account_id | statement_line_id | close_period_id,,,,PASS at current grain,Ready for owner sign-off at current grain,3,After owner sign-off and scheduled test
LCFG-178,FIN-BANK-4,Финансы/закрытие,Выписка_40802810202620002686_01.01.2024–31.12.2024.xlsx / 2025 / 2026,FILE-013,VER-004-001,Расходы 2024–2026.xlsx,,,Банк ↔ месячные остатки,2024–2026,account + month-end balance,Подтверждено с исключениями,Подтверждено,113 из 116 доступных месячных остатков совпали в пределах 1 рубля.,Не весь банковский периметр; 3 исключения,bank_account_id + statement_line_id + close_period_id,Ликвидность и cash close,Финансы,Низкий на покрытых счетах; высокий вне периметра,Wave 1,IT-178,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Blocked — source or registry missing,Нет,STOP: создать отсутствующий регистр и повторить test,,,Draft,account | month_end_balance,bank_account_id | statement_line_id | close_period_id,,,,PASS at current grain,Ready for owner sign-off at current grain,3,After owner sign-off and scheduled test
LCFG-179,FIN-PAY-01,Финансы/закрытие,ЗП за январь 2025.xlsx,FILE-039,VER-019-001,ДДС 2025.xlsx,FILE-018,VER-007-002,ФОТ ↔ банковская выплата/ДДС,2025-январь,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,После Stage 13 агрегатная разница payroll↔банк↔ДДС объяснена; cash adjustment не требуется.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон",Wave 2,IT-179,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,период_выплаты | сумма | банковский_пакет,employee_id | payroll_registry_id | bank_payment_id,employee_id:Распределение!О(70) | employee_id:Распределение!С(70) | bank_payment_id:Распределение!О(70) | bank_payment_id:Распределение!П(70),bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-180,FIN-PAY-02,Финансы/закрытие,ЗП за февраль 2025.xlsx,FILE-037,VER-019-002,ДДС 2025.xlsx,FILE-018,VER-007-002,ФОТ ↔ банковская выплата/ДДС,2025-февраль,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон",Wave 2,IT-180,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,период_выплаты | сумма | банковский_пакет,employee_id | payroll_registry_id | bank_payment_id,employee_id:Распределение!О(70) | employee_id:Распределение!С(70) | bank_payment_id:Распределение!О(70) | bank_payment_id:Распределение!П(70),bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-181,FIN-PAY-03,Финансы/закрытие,ЗП за март 2025.xlsx,FILE-035,VER-019-003,ДДС 2025.xlsx,FILE-018,VER-007-002,ФОТ ↔ банковская выплата/ДДС,2025-март,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,После Stage 13 агрегатная разница payroll↔банк↔ДДС объяснена; cash adjustment не требуется.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон",Wave 2,IT-181,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,период_выплаты | сумма | банковский_пакет,employee_id | payroll_registry_id | bank_payment_id,employee_id:Распределение!О(70) | employee_id:Распределение!С(70) | bank_payment_id:Распределение!О(70) | bank_payment_id:Распределение!П(70),bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-182,FIN-PAY-04,Финансы/закрытие,ЗП за апрель 2025.xlsx,FILE-030,VER-019-004,ДДС 2025.xlsx,FILE-018,VER-007-002,ФОТ ↔ банковская выплата/ДДС,2025-апрель,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,После Stage 13 агрегатная разница payroll↔банк↔ДДС объяснена; cash adjustment не требуется.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон",Wave 2,IT-182,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,период_выплаты | сумма | банковский_пакет,employee_id | payroll_registry_id | bank_payment_id,employee_id:Распределение!О(70) | employee_id:Распределение!С(70) | bank_payment_id:Распределение!О(70) | bank_payment_id:Распределение!П(70),bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-183,FIN-PAY-05,Финансы/закрытие,ЗП за май 2025.xlsx,FILE-033,VER-019-005,ДДС 2025.xlsx,FILE-018,VER-007-002,ФОТ ↔ банковская выплата/ДДС,2025-май,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон",Wave 2,IT-183,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,период_выплаты | сумма | банковский_пакет,employee_id | payroll_registry_id | bank_payment_id,employee_id:Распределение!О(70) | employee_id:Распределение!С(70) | bank_payment_id:Распределение!О(70) | bank_payment_id:Распределение!П(70),bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
LCFG-184,FIN-PAY-06,Финансы/закрытие,ЗП за июнь 2025.xlsx,FILE-032,VER-019-006,ДДС 2025.xlsx,FILE-018,VER-007-002,ФОТ ↔ банковская выплата/ДДС,2025-июнь,Период выплаты + сумма + банковский пакет,Подтверждено агрегатно,Частично,Безналичная выплата совпадает с контрольным значением в пределах 1 рубля.,Нет полного employee_id/registry_id/accrual period ledger,employee_id + payroll_registry_id + bank_payment_id,Payroll cash reconciliation,HR + финансы,"Средний: агрегат сходится, employee-level неполон",Wave 2,IT-184,Join выполняется по primary IDs; orphan/duplicate rate = 0 или утвержденный exception; totals reconciled,Draft — target key/registry required,Нет,STOP до появления primary ID/недостающего регистра,,,Draft,период_выплаты | сумма | банковский_пакет,employee_id | payroll_registry_id | bank_payment_id,employee_id:Распределение!О(70) | employee_id:Распределение!С(70) | bank_payment_id:Распределение!О(70) | bank_payment_id:Распределение!П(70),bank_payment_id:data B!сумма руб.(70) | bank_payment_id:data B!курс евро(70),,BLOCKED for production join — missing primary key/register,No technical-source change; structural gap remains,3,No
